"feature"	"method"	"group1"	"group2"	"group3"	"group4"	"group5"	"group6"	"p_values"	"adj_method"	"p_adjust"	"description"
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0634671678717805	"BH"	0.159192947125759	"4-hydroxyphenylacetate degradation"
"AEROBACTINSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.195011517655812	"BH"	0.286453893161647	"aerobactin biosynthesis"
"ALL-CHORISMATE-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0581348631236312	"BH"	0.155888365171359	"superpathway of chorismate metabolism"
"ANAEROFRUCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0401779783952236	"BH"	0.155888365171359	"homolactic fermentation"
"ANAGLYCOLYSIS-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0694997190576385	"BH"	0.163727100960582	"glycolysis III (from glucose)"
"ARG+POLYAMINE-SYN"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0121437076789986	"BH"	0.108302046035151	"superpathway of arginine and polyamine biosynthesis"
"ARGDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.686249438201772	"BH"	0.697420940684126	"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"
"ARGORNPROST-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.314309203793868	"BH"	0.372735745068984	"arginine, ornithine and proline interconversion"
"ARGSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0319812745992554	"BH"	0.146969923501094	"L-arginine biosynthesis I (via L-ornithine)"
"ARGSYNBSUB-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0280323429654802	"BH"	0.140806136504768	"L-arginine biosynthesis II (acetyl cycle)"
"ARO-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0508744900658874	"BH"	0.155888365171359	"chorismate biosynthesis I"
"ASPASN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.218075539625365	"BH"	0.296222113506145	"superpathway of L-aspartate and L-asparagine biosynthesis"
"AST-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0254562277431663	"BH"	0.135426763053738	"L-arginine degradation II (AST pathway)"
"BENZCOA-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.262529982692571	"BH"	0.331098419730602	"anaerobic aromatic compound degradation (Thauera aromatica)"
"BIOTIN-BIOSYNTHESIS-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.539497021129307	"BH"	0.562673504137249	"biotin biosynthesis I"
"BRANCHED-CHAIN-AA-SYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0527610621664198	"BH"	0.155888365171359	"superpathway of branched amino acid biosynthesis"
"CALVIN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0503058475686387	"BH"	0.155888365171359	"Calvin-Benson-Bassham cycle"
"CATECHOL-ORTHO-CLEAVAGE-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00864083811528111	"BH"	0.0864334316215811	"catechol degradation to &beta;-ketoadipate"
"CENTBENZCOA-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00171552204488668	"BH"	0.0377029570633501	"benzoyl-CoA degradation II (anaerobic)"
"CENTFERM-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.019781087161371	"BH"	0.133123819915776	"pyruvate fermentation to butanoate"
"CHLOROPHYLL-SYN"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00761449999307145	"BH"	0.0824620035413454	"chlorophyllide a biosynthesis I (aerobic, light-dependent)"
"COA-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0710545697032286	"BH"	0.16515179020597	"coenzyme A biosynthesis I"
"COBALSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0552671336743599	"BH"	0.155888365171359	"adenosylcobalamin salvage from cobinamide I"
"CODH-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0618667095945186	"BH"	0.1576428693458	"reductive acetyl coenzyme A pathway"
"COLANSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0440742045623325	"BH"	0.155888365171359	"colanic acid building blocks biosynthesis"
"COMPLETE-ARO-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0492404629856806	"BH"	0.155888365171359	"superpathway of aromatic amino acid biosynthesis"
"CRNFORCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.11201484901947	"BH"	0.20919012402354	"creatinine degradation I"
"DAPLYSINESYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0356044678013014	"BH"	0.152540710089889	"L-lysine biosynthesis I"
"DENITRIFICATION-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	1.72762876466512e-05	"BH"	0.00167771948924146	"nitrate reduction I (denitrification)"
"DENOVOPURINE2-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00464622539269584	"BH"	0.0738521328615582	"superpathway of purine nucleotides de novo biosynthesis II"
"DHGLUCONATE-PYR-CAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0164728104970341	"BH"	0.123909800428075	"glucose degradation (oxidative)"
"DTDPRHAMSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0926943435059808	"BH"	0.188406642381924	"dTDP-L-rhamnose biosynthesis I"
"ECASYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.839556463935447	"BH"	0.847312181847091	"enterobacterial common antigen biosynthesis"
"ENTBACSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0229988384122657	"BH"	0.135426763053738	"enterobactin biosynthesis"
"FAO-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0254289404191891	"BH"	0.135426763053738	"fatty acid &beta;-oxidation I"
"FASYN-ELONG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0662502451949094	"BH"	0.160395330471886	"fatty acid elongation -- saturated"
"FASYN-INITIAL-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00555470333616862	"BH"	0.0764132702333588	"superpathway of fatty acid biosynthesis initiation (E. coli)"
"FERMENTATION-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.147722587019222	"BH"	0.246861699302626	"mixed acid fermentation"
"FOLSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0815038164233014	"BH"	0.176855738493963	"superpathway of tetrahydrofolate biosynthesis and salvage"
"FUC-RHAMCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.380369704875076	"BH"	0.428958867175247	"superpathway of fucose and rhamnose degradation"
"FUCCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00292182245217121	"BH"	0.0580380187090372	"fucose degradation"
"GALACT-GLUCUROCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.336005231312441	"BH"	0.391558096222765	"superpathway of hexuronide and hexuronate degradation"
"GALACTARDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.100417906061443	"BH"	0.195129178205227	"D-galactarate degradation I"
"GALACTUROCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0431952239092248	"BH"	0.155888365171359	"D-galacturonate degradation I"
"GALLATE-DEGRADATION-I-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0707420294524789	"BH"	0.16515179020597	"gallate degradation II"
"GALLATE-DEGRADATION-II-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0736111286317106	"BH"	0.169752312464684	"gallate degradation I"
"GLCMANNANAUT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0947967678743322	"BH"	0.190142619248557	"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"
"GLUCARDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.186118062846697	"BH"	0.284881238052563	"D-glucarate degradation I"
"GLUCARGALACTSUPER-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.100487214341549	"BH"	0.195129178205227	"superpathway of D-glucarate and D-galactarate degradation"
"GLUCONEO-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0644109192677011	"BH"	0.159476327025413	"gluconeogenesis I"
"GLUCOSE1PMETAB-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.254232603812775	"BH"	0.323304620876979	"glucose and glucose-1-phosphate degradation"
"GLUCUROCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.247461031121169	"BH"	0.318060207646914	"superpathway of &beta;-D-glucuronide and D-glucuronate degradation"
"GLUTORN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.030942123258545	"BH"	0.145394708214884	"L-ornithine biosynthesis"
"GLYCOCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0866657090469747	"BH"	0.181488633879806	"glycogen degradation I (bacterial)"
"GLYCOGENSYNTH-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.065646092588862	"BH"	0.160395330471886	"glycogen biosynthesis I (from ADP-D-Glucose)"
"GLYCOL-GLYOXDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.407163772109454	"BH"	0.452174252634896	"superpathway of glycol metabolism and degradation"
"GLYCOLYSIS"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0707796255886151	"BH"	0.16515179020597	"glycolysis I (from glucose 6-phosphate)"
"GLYCOLYSIS-E-D"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0612250083053197	"BH"	0.1576428693458	"superpathway of glycolysis and Entner-Doudoroff"
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.148004039398829	"BH"	0.246861699302626	"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"
"GLYOXYLATE-BYPASS"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0935426698060085	"BH"	0.188858536254251	"glyoxylate cycle"
"GOLPDLCAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00727331055387148	"BH"	0.0824620035413454	"superpathway of glycerol degradation to 1,3-propanediol"
"HCAMHPDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0252997817989493	"BH"	0.135426763053738	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate"
"HEME-BIOSYNTHESIS-II"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00526693451787598	"BH"	0.0761099888053928	"heme biosynthesis I (aerobic)"
"HEMESYN2-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.035033778700744	"BH"	0.151639768554002	"heme biosynthesis II (anaerobic)"
"HEXITOLDEGSUPER-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000919609963806931	"BH"	0.0236393855402135	"superpathway of hexitol degradation (bacteria)"
"HISDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0584372732230237	"BH"	0.155888365171359	"L-histidine degradation I"
"HISTSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0414701672210014	"BH"	0.155888365171359	"L-histidine biosynthesis"
"HOMOSER-METSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0258213683545306	"BH"	0.135951059890721	"L-methionine biosynthesis I"
"HSERMETANA-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.122238122896337	"BH"	0.218478771802452	"L-methionine biosynthesis III"
"ILEUSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0550265063031831	"BH"	0.155888365171359	"L-isoleucine biosynthesis I (from threonine)"
"KDO-NAGLIPASYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0992280988340951	"BH"	0.195129178205227	"superpathway of (Kdo)2-lipid A biosynthesis"
"KETOGLUCONMET-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.401605068687219	"BH"	0.448946544237005	"ketogluconate metabolism"
"LACTOSECAT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.436570203882395	"BH"	0.475172707188024	"lactose and galactose degradation I"
"LEU-DEG2-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.03720352746605	"BH"	0.155888365171359	"L-leucine degradation I"
"LIPASYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00566481327606568	"BH"	0.0764132702333588	"phospholipases"
"LPSSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.242277565684515	"BH"	0.313240521314004	"superpathway of lipopolysaccharide biosynthesis"
"MET-SAM-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.045903667403344	"BH"	0.155888365171359	"superpathway of S-adenosyl-L-methionine biosynthesis"
"METH-ACETATE-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.10317434514856	"BH"	0.197750828201407	"methanogenesis from acetate"
"METHANOGENESIS-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.52523529757565	"BH"	0.548453584326306	"methanogenesis from H2 and CO2"
"METHGLYUT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	9.30227889570465e-05	"BH"	0.00498595694551964	"superpathway of methylglyoxal degradation"
"METHYLGALLATE-DEGRADATION-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0700062385220758	"BH"	0.164477022764232	"methylgallate degradation"
"NAD-BIOSYNTHESIS-II"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	1.29611642697949e-06	"BH"	0.000253466516391165	"NAD salvage pathway II"
"NADSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.434871711314274	"BH"	0.474504214342916	"NAD biosynthesis II (from tryptophan)"
"NAGLIPASYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0123752009707827	"BH"	0.109168800113002	"lipid IVA biosynthesis"
"NONMEVIPP-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0576359363542059	"BH"	0.155888365171359	"methylerythritol phosphate pathway I"
"NONOXIPENT-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0383851015378983	"BH"	0.155888365171359	"pentose phosphate pathway (non-oxidative branch)"
"OANTIGEN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0397618883310003	"BH"	0.155888365171359	"O-antigen building blocks biosynthesis (E. coli)"
"ORNARGDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.652934787225445	"BH"	0.665886819177408	"superpathway of L-arginine and L-ornithine degradation"
"ORNDEG-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.742520996847128	"BH"	0.751985343272758	"superpathway of ornithine degradation"
"P101-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0143468798881759	"BH"	0.116103453909868	"ectoine biosynthesis"
"P105-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0874893548416368	"BH"	0.181488633879806	"TCA cycle IV (2-oxoglutarate decarboxylase)"
"P108-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0543528482081218	"BH"	0.155888365171359	"pyruvate fermentation to propanoate I"
"P122-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00318496533651873	"BH"	0.0605143413938559	"heterolactic fermentation"
"P124-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00832778607691966	"BH"	0.0856292356615034	"Bifidobacterium shunt"
"P125-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0265105879231081	"BH"	0.138266837060196	"superpathway of (R,R)-butanediol biosynthesis"
"P161-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0064549116442811	"BH"	0.080594182530024	"acetylene degradation"
"P162-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	6.95656860871665e-05	"BH"	0.00467695458770642	"L-glutamate degradation V (via hydroxyglutarate)"
"P163-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.405125266980717	"BH"	0.451631994057586	"L-lysine fermentation to acetate and butanoate"
"P164-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0368482490552254	"BH"	0.155581496010952	"purine nucleobases degradation I (anaerobic)"
"P184-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.198959382165078	"BH"	0.288075916351656	"protocatechuate degradation I (meta-cleavage pathway)"
"P221-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.296504017689438	"BH"	0.35949417931207	"octane oxidation"
"P23-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.148878299217436	"BH"	0.247375729117946	"reductive TCA cycle I"
"P241-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0299771006057731	"BH"	0.142692558867405	"coenzyme B biosynthesis"
"P261-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0870444399530478	"BH"	0.181488633879806	"coenzyme M biosynthesis I"
"P281-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000360045280293868	"BH"	0.0116547990732163	"3-phenylpropanoate degradation"
"P341-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.245974552620419	"BH"	0.31661525624484	"glycolysis V (Pyrococcus)"
"P381-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0153793502879717	"BH"	0.122195928651703	"adenosylcobalamin biosynthesis II (late cobalt incorporation)"
"P4-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.05199176337179	"BH"	0.155888365171359	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
"P42-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0308446537193861	"BH"	0.145394708214884	"incomplete reductive TCA cycle"
"P441-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0590183476757244	"BH"	0.155888365171359	"superpathway of N-acetylneuraminate degradation"
"P461-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	5.42054695262682e-05	"BH"	0.00430687094235985	"hexitol fermentation to lactate, formate, ethanol and acetate"
"P562-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0632244756417263	"BH"	0.159192947125759	"myo-inositol degradation I"
"P621-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0962304996140884	"BH"	0.191587747778345	"nylon-6 oligomer degradation"
"PANTO-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0669778629769089	"BH"	0.161109594719773	"phosphopantothenate biosynthesis I"
"PANTOSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0399643595596224	"BH"	0.155888365171359	"pantothenate and coenzyme A biosynthesis I"
