"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-5392"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0034157287311567"	"BH"	0.0513076548251434	"reductive TCA cycle II"
"PWY-5415"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.891593872041031"	"BH"	0.989402036774836	"catechol degradation I (meta-cleavage pathway)"
"PWY-5417"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.539219678806834"	"BH"	0.898428267854801	"catechol degradation III (ortho-cleavage pathway)"
"PWY-5419"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.431467587077122"	"BH"	0.845660318981188	"catechol degradation to 2-oxopent-4-enoate II"
"PWY-5420"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.498157701675317"	"BH"	0.881118115078711	"catechol degradation II (meta-cleavage pathway)"
"PWY-5430"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.374036980999592"	"BH"	0.806723916183611	"meta cleavage pathway of aromatic compounds"
"PWY-5431"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.539219678806834"	"BH"	0.898428267854801	"aromatic compounds degradation via &beta;-ketoadipate"
"PWY-5484"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.888186711724346"	"BH"	0.988519174261056	"glycolysis II (from fructose 6-phosphate)"
"PWY-5499"	"metagenomeSeq"	"Equine"	"Equine+c"	"1"	"BH"	1	"vitamin B6 degradation"
"PWY-5505"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.571616492630642"	"BH"	0.916566258579413	"L-glutamate and L-glutamine biosynthesis"
"PWY-5507"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0315204169785406"	"BH"	0.256030152781083	"adenosylcobalamin biosynthesis I (early cobalt insertion)"
"PWY-5509"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.511598696145667"	"BH"	0.888687770634489	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"
"PWY-5529"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0110601663711725"	"BH"	0.123705047056835	"superpathway of bacteriochlorophyll a biosynthesis"
"PWY-5531"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.346976203523556"	"BH"	0.784447947512719	"chlorophyllide a biosynthesis II (anaerobic)"
"PWY-5532"	"metagenomeSeq"	"Equine"	"Equine+c"	"6.7057991013364e-06"	"BH"	0.000249752915393523	"adenosine nucleotides degradation IV"
"PWY-5647"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.215418169312877"	"BH"	0.662994074968714	"2-nitrobenzoate degradation I"
"PWY-5651"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0888769583600038"	"BH"	0.442024629779837	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
"PWY-5654"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.276943973564644"	"BH"	0.727502255473357	"2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate"
"PWY-5655"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.245949643432943"	"BH"	0.694540129247324	"L-tryptophan degradation IX"
"PWY-5656"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.168686544042673"	"BH"	0.590665931830522	"mannosylglycerate biosynthesis I"
"PWY-5659"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.848024652558792"	"BH"	0.982802555304009	"GDP-mannose biosynthesis"
"PWY-5667"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.775824848211097"	"BH"	0.970908903824047	"CDP-diacylglycerol biosynthesis I"
"PWY-5676"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.316872451547508"	"BH"	0.759257920744918	"acetyl-CoA fermentation to butanoate II"
"PWY-5677"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.375266378675921"	"BH"	0.806779636674537	"succinate fermentation to butanoate"
"PWY-5679"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0159372300748486"	"BH"	0.162470518103628	"clavulanate biosynthesis"
"PWY-5686"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.771357052258963"	"BH"	0.970908903824047	"UMP biosynthesis"
"PWY-5695"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.787213079672295"	"BH"	0.974921803206048	"urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5705"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.47126739824242"	"BH"	0.861500605301183	"allantoin degradation to glyoxylate III"
"PWY-5741"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.915419243679268"	"BH"	0.992807524008254	"ethylmalonyl-CoA pathway"
"PWY-5743"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.463038064786506"	"BH"	0.85569264063765	"3-hydroxypropanoate cycle"
"PWY-5744"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.504707902519431"	"BH"	0.884262310654743	"glyoxylate assimilation"
"PWY-5747"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.172728924052711"	"BH"	0.599702381973263	"2-methylcitrate cycle II"
"PWY-5837"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.246135273873613"	"BH"	0.694540129247324	"1,4-dihydroxy-2-naphthoate biosynthesis I"
"PWY-5838"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.73372474697483"	"BH"	0.964614062659449	"superpathway of menaquinol-8 biosynthesis I"
"PWY-5840"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.638449453839105"	"BH"	0.940953735569297	"superpathway of menaquinol-7 biosynthesis"
"PWY-5845"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.048642235692546"	"BH"	0.328034830210534	"superpathway of menaquinol-9 biosynthesis"
"PWY-5850"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.048642235692546"	"BH"	0.328034830210534	"superpathway of menaquinol-6 biosynthesis I"
"PWY-5855"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.319715771306092"	"BH"	0.760151208165192	"ubiquinol-7 biosynthesis (prokaryotic)"
"PWY-5856"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.319715771306092"	"BH"	0.760151208165192	"ubiquinol-9 biosynthesis (prokaryotic)"
"PWY-5857"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.319715771306092"	"BH"	0.760151208165192	"ubiquinol-10 biosynthesis (prokaryotic)"
"PWY-5860"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0343017138249317"	"BH"	0.267357591108713	"superpathway of demethylmenaquinol-6 biosynthesis I"
"PWY-5861"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.591790047329215"	"BH"	0.928081215346505	"superpathway of demethylmenaquinol-8 biosynthesis"
"PWY-5862"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0343017138249317"	"BH"	0.267357591108713	"superpathway of demethylmenaquinol-9 biosynthesis"
"PWY-5863"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.281722089558222"	"BH"	0.734854077618044	"superpathway of phylloquinol biosynthesis"
"PWY-5896"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.048642235692546"	"BH"	0.328034830210534	"superpathway of menaquinol-10 biosynthesis"
"PWY-5897"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.650511141425227"	"BH"	0.942423093265942	"superpathway of menaquinol-11 biosynthesis"
"PWY-5898"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.650511141425227"	"BH"	0.942423093265942	"superpathway of menaquinol-12 biosynthesis"
"PWY-5899"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.650511141425227"	"BH"	0.942423093265942	"superpathway of menaquinol-13 biosynthesis"
"PWY-5910"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.810162761941994"	"BH"	0.978752645090354	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.451928627490438"	"BH"	0.853469361336739	"TCA cycle VI (obligate autotrophs)"
"PWY-5918"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.906908336105024"	"BH"	0.99168560708406	"superpathay of heme biosynthesis from glutamate"
"PWY-5920"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.2749040057674"	"BH"	0.724566046564257	"superpathway of heme biosynthesis from glycine"
"PWY-5941"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.00156714810556857"	"BH"	0.0266130980103678	"glycogen degradation II (eukaryotic)"
"PWY-5971"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.882233305166838"	"BH"	0.988519174261056	"palmitate biosynthesis II (bacteria and plants)"
"PWY-5973"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.540870804926316"	"BH"	0.898937151696755	"cis-vaccenate biosynthesis"
"PWY-5989"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.258458781944839"	"BH"	0.706338872254934	"stearate biosynthesis II (bacteria and plants)"
"PWY-6071"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.918378436550005"	"BH"	0.992807524008254	"superpathway of phenylethylamine degradation"
"PWY-6107"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.312691316998912"	"BH"	0.756343757537959	"chlorosalicylate degradation"
"PWY-6121"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.742793034966501"	"BH"	0.969107021583128	"5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.76629792350543"	"BH"	0.970908903824047	"5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.775546181822895"	"BH"	0.970908903824047	"inosine-5'-phosphate biosynthesis I"
"PWY-6125"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.814628411346268"	"BH"	0.979257149527744	"superpathway of guanosine nucleotides de novo biosynthesis II"
"PWY-6126"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.791199592184862"	"BH"	0.974921803206048	"superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6141"	"metagenomeSeq"	"Equine"	"Equine+c"	"1"	"BH"	1	"archaetidylserine and archaetidylethanolamine biosynthesis"
"PWY-6147"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.68513750101078"	"BH"	0.9599809752644	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6148"	"metagenomeSeq"	"Equine"	"Equine+c"	"2.42641462477877e-11"	"BH"	2.14934430613849e-09	"tetrahydromethanopterin biosynthesis"
"PWY-6151"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.555145131515814"	"BH"	0.907465511207816	"S-adenosyl-L-methionine cycle I"
"PWY-6163"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.780388452570502"	"BH"	0.9731641159261	"chorismate biosynthesis from 3-dehydroquinate"
"PWY-6165"	"metagenomeSeq"	"Equine"	"Equine+c"	"0"	"BH"	0	"chorismate biosynthesis II (archaea)"
"PWY-6167"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.93371217248379"	"BH"	0.997308667204048	"flavin biosynthesis II (archaea)"
"PWY-6174"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0672953223646222"	"BH"	0.382885984164818	"mevalonate pathway II (archaea)"
"PWY-6182"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.524419060896575"	"BH"	0.893267681733962	"superpathway of salicylate degradation"
"PWY-6185"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.181590670395862"	"BH"	0.611364583690229	"4-methylcatechol degradation (ortho cleavage)"
"PWY-621"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0173015919927817"	"BH"	0.172884048037628	"sucrose degradation III (sucrose invertase)"
"PWY-6210"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.403098133182882"	"BH"	0.827689552066321	"2-aminophenol degradation"
"PWY-622"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.81661893754845"	"BH"	0.979302035874782	"starch biosynthesis"
"PWY-6263"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.589747555583076"	"BH"	0.927394298316401	"superpathway of menaquinol-8 biosynthesis II"
"PWY-6269"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.502523489166923"	"BH"	0.88342132355328	"adenosylcobalamin salvage from cobinamide II"
"PWY-6277"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.76629792350543"	"BH"	0.970908903824047	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"PWY-6282"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.256195551226982"	"BH"	0.704134942680447	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"
"PWY-6317"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.906538202976477"	"BH"	0.99168560708406	"galactose degradation I (Leloir pathway)"
"PWY-6338"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.215694862442717"	"BH"	0.662994074968714	"superpathway of vanillin and vanillate degradation"
"PWY-6339"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.699413870298325"	"BH"	0.961554959099865	"syringate degradation"
"PWY-6349"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.976898444127514"	"BH"	1	"CDP-archaeol biosynthesis"
"PWY-6350"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.93538590127684"	"BH"	0.997847883875622	"archaetidylinositol biosynthesis"
"PWY-6353"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.782977576579954"	"BH"	0.97414256667739	"purine nucleotides degradation II (aerobic)"
"PWY-6383"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.347290664172359"	"BH"	0.784447947512719	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"
"PWY-6385"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.822870377308369"	"BH"	0.979302035874782	"peptidoglycan biosynthesis III (mycobacteria)"
"PWY-6386"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.826438270999313"	"BH"	0.979302035874782	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
"PWY-6387"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.809920992215765"	"BH"	0.978752645090354	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"
"PWY-6396"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.496027851236772"	"BH"	0.879842963311741	"superpathway of 2,3-butanediol biosynthesis"
"PWY-6397"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.290005969106709"	"BH"	0.737103190187855	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6404"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.267509023623664"	"BH"	0.713424590498721	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6467"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.413955425507909"	"BH"	0.836835075002462	"Kdo transfer to lipid IVA III (Chlamydia)"
"PWY-6470"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.535485260452087"	"BH"	0.895892261935536	"peptidoglycan biosynthesis V (&beta;-lactam resistance)"
"PWY-6471"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.908133547777905"	"BH"	0.99168560708406	"peptidoglycan biosynthesis IV (Enterococcus faecium)"
"PWY-6478"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.617641986658094"	"BH"	0.93602596924054	"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"
"PWY-6505"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.37661909519816"	"BH"	0.808362203347721	"L-tryptophan degradation XII (Geobacillus)"
"PWY-6507"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.000218452222484844"	"BH"	0.00526453793525056	"4-deoxy-L-threo-hex-4-enopyranuronate degradation"
"PWY-6519"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.345026196587086"	"BH"	0.783632177342986	"8-amino-7-oxononanoate biosynthesis I"
"PWY-6545"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.795514948123859"	"BH"	0.975393248892262	"pyrimidine deoxyribonucleotides de novo biosynthesis III"
"PWY-6562"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.13156510605316"	"BH"	0.525218800352292	"norspermidine biosynthesis"
"PWY-6572"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.351542111866687"	"BH"	0.788084317129321	"chondroitin sulfate degradation I (bacterial)"
"PWY-6581"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.239171401415393"	"BH"	0.687644577034135	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"
"PWY-6588"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.633747151978702"	"BH"	0.938771141582061	"pyruvate fermentation to acetone"
"PWY-6590"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0111293645243753"	"BH"	0.123859056803532	"superpathway of Clostridium acetobutylicum acidogenic fermentation"
"PWY-6608"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.863483714616476"	"BH"	0.985162882470243	"guanosine nucleotides degradation III"
"PWY-6609"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.982372613613631"	"BH"	1	"adenine and adenosine salvage III"
"PWY-6612"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.393415963847403"	"BH"	0.823749326969025	"superpathway of tetrahydrofolate biosynthesis"
"PWY-6628"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.246606953675937"	"BH"	0.694637657569524	"superpathway of L-phenylalanine biosynthesis"
"PWY-6629"	"metagenomeSeq"	"Equine"	"Equine+c"	"1"	"BH"	1	"superpathway of L-tryptophan biosynthesis"
"PWY-6630"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.248283840141299"	"BH"	0.694637657569524	"superpathway of L-tyrosine biosynthesis"
"PWY-6641"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.54124945625443"	"BH"	0.898987389419721	"superpathway of sulfolactate degradation"
"PWY-6654"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.947966658644404"	"BH"	1	"phosphopantothenate biosynthesis III"
"PWY-6690"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.308392976160927"	"BH"	0.753734511086829	"cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate"
"PWY-6700"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.427349740640088"	"BH"	0.843599688133449	"queuosine biosynthesis"
"PWY-6703"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.568428469461786"	"BH"	0.914143429176155	"preQ0 biosynthesis"
"PWY-6708"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.319715771306092"	"BH"	0.760151208165192	"ubiquinol-8 biosynthesis (prokaryotic)"
"PWY-6713"	"metagenomeSeq"	"Equine"	"Equine+c"	"1"	"BH"	1	"L-rhamnose degradation II"
"PWY-6728"	"metagenomeSeq"	"Equine"	"Equine+c"	"2.22044604925031e-16"	"BH"	3.09681358570974e-14	"methylaspartate cycle"
"PWY-6731"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.182247399538881"	"BH"	0.612631643065315	"starch degradation III"
"PWY-6737"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.401725542201368"	"BH"	0.827289768689124	"starch degradation V"
"PWY-6749"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.745944600026792"	"BH"	0.969263183993328	"CMP-legionaminate biosynthesis I"
"PWY-6830"	"metagenomeSeq"	"Equine"	"Equine+c"	"0"	"BH"	0	"superpathway of methanogenesis"
"PWY-6876"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.823813739368473"	"BH"	0.979302035874782	"isopropanol biosynthesis"
"PWY-6891"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.11930831514091"	"BH"	0.506847703012745	"thiazole biosynthesis II (Bacillus)"
"PWY-6892"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.000842127450958019"	"BH"	0.0159541775752307	"thiazole biosynthesis I (E. coli)"
"PWY-6895"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.455319481664445"	"BH"	0.85355863467898	"superpathway of thiamin diphosphate biosynthesis II"
"PWY-6897"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.719658301045245"	"BH"	0.96234113223759	"thiamin salvage II"
"PWY-6901"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.578074679268749"	"BH"	0.920533477125948	"superpathway of glucose and xylose degradation"
"PWY-6906"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.880963606873522"	"BH"	0.988519174261056	"chitin derivatives degradation"
"PWY-6919"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.181279934577531"	"BH"	0.610946000594198	"neopentalenoketolactone and pentalenate biosynthesis"
"PWY-6942"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.654025984384452"	"BH"	0.944304036925128	"dTDP-D-desosamine biosynthesis"
"PWY-6944"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.851637378307996"	"BH"	0.983350892162923	"androstenedione degradation"
"PWY-6948"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.246784907539148"	"BH"	0.694637657569524	"sitosterol degradation to androstenedione"
"PWY-6957"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.560731057114448"	"BH"	0.90940453333842	"mandelate degradation to acetyl-CoA"
"PWY-6969"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.74879111165182"	"BH"	0.969377660243598	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"PWY-6975"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.62434852769409"	"BH"	0.936050471738892	"superpathway of erythromycin biosynthesis (without sugar biosynthesis)"
"PWY-6977"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.636971641219331"	"BH"	0.939970533136586	"superpathway of erythromycin biosynthesis"
"PWY-6992"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.804397412315118"	"BH"	0.978720752557556	"1,5-anhydrofructose degradation"
"PWY-6993"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0204468762354042"	"BH"	0.194359941307508	"nicotine degradation II (pyrrolidine pathway)"
"PWY-7002"	"metagenomeSeq"	"Equine"	"Equine+c"	"1"	"BH"	1	"4-hydroxyacetophenone degradation"
"PWY-7003"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0265366169581323"	"BH"	0.230394071735837	"glycerol degradation to butanol"
"PWY-7007"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.23569122585236"	"BH"	0.684392966334845	"methyl ketone biosynthesis"
"PWY-7013"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.613975240670929"	"BH"	0.935085432759744	"L-1,2-propanediol degradation"
"PWY-7024"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.461599957848697"	"BH"	0.85569264063765	"superpathway of the 3-hydroxypropanoate cycle"
"PWY-7046"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.493116762045255"	"BH"	0.87836423239311	"4-coumarate degradation (anaerobic)"
"PWY-7084"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.932592153664716"	"BH"	0.997170010735753	"nitrifier denitrification"
"PWY-7090"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.0352443802223057"	"BH"	0.272759046466604	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"
"PWY-7094"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.941016717052972"	"BH"	0.999734940078157	"fatty acid salvage"
"PWY-7097"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.215694862442717"	"BH"	0.662994074968714	"vanillin and vanillate degradation I"
"PWY-7098"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.21958273586944"	"BH"	0.666990191670148	"vanillin and vanillate degradation II"
"PWY-7106"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.643204294794783"	"BH"	0.941544169650103	"erythromycin D biosynthesis"
"PWY-7110"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.648368413227005"	"BH"	0.942423093265942	"superpathway of megalomicin A biosynthesis"
"PWY-7111"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.816618581447469"	"BH"	0.979302035874782	"pyruvate fermentation to isobutanol (engineered)"
"PWY-7159"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.346976203523556"	"BH"	0.784447947512719	"chlorophyllide a biosynthesis III (aerobic, light independent)"
"PWY-7184"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.49267300985264"	"BH"	0.878289795916251	"pyrimidine deoxyribonucleotides de novo biosynthesis I"
"PWY-7187"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.306898787460414"	"BH"	0.752889802321487	"pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.651608215079399"	"BH"	0.942545939998724	"superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.851813404796919"	"BH"	0.983380920824904	"pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.731924586783553"	"BH"	0.964614062659449	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"
"PWY-7199"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.389474532974389"	"BH"	0.821347032413883	"pyrimidine deoxyribonucleosides salvage"
"PWY-7200"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.586819459364404"	"BH"	0.926445461496548	"superpathway of pyrimidine deoxyribonucleoside salvage"
"PWY-7208"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.748979532997791"	"BH"	0.969377660243598	"superpathway of pyrimidine nucleobases salvage"
"PWY-7209"	"metagenomeSeq"	"Equine"	"Equine+c"	"0.611308678370658"	"BH"	0.934407485418822	"superpathway of pyrimidine ribonucleosides degradation"
